"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare","19_T33_Ac_WK","25_ctl1_Ac_GF_1","27_ctl2_Ac_YG_1","31_T22_Ac_UV","35_T43_Ac_MT","37_T13_Ac_ML","38_T23_Ac_IN","41_ctl3_Ac_RN_1","47_T31_Ac_JB","52_T11_Ac_II","53_T21_Ac_NH","54_T42_Ac_JQ","57_T32_Ac_NM"
"Acerv_evm.TU.Segkk4074_pilon.1",31.917429100988,-1.62322400712951,0.409125319190597,-3.96754718173116,7.2616139171394e-05,0.0149209662329221,"CvsT3",56,21,25,41,76,19,43,23,21,16,26,41,8
"Acerv_evm.TU.Segkk3422_pilon.23",501.414761403948,-6.57140927343474,0.316934901700728,-20.7342556410525,1.70065606168771e-95,1.53756314537186e-91,"CvsT3",799,15,8,471,680,524,537,22,402,449,304,1079,353
"Acerv_evm.TU.Segkk1982_pilon.11",13.0779986841387,-2.00654063290544,0.545622808647958,-3.67752337531052,0.000235509499515653,0.0422982403036202,"CvsT3",15,5,10,15,22,15,13,9,9,14,6,11,10
"Acerv_evm.TU.Segkk1895_pilon.6",108.038694294678,-1.18183823321385,0.291386487252983,-4.05591297096688,4.99388527291276e-05,0.0111050162432418,"CvsT3",106,116,145,64,136,116,91,128,94,113,44,123,91
"Acerv_evm.TU.Segkk1779_pilon.5",34.1379515369695,-1.97350925774918,0.471256484644984,-4.18776042781862,2.81720665807411e-05,0.00707510149879111,"CvsT3",59,14,16,30,52,30,48,33,30,15,31,58,10
"Acerv_evm.TU.Segkk1268_pilon.2",32.7178511520923,-3.57808552936279,0.539667819677357,-6.63016284999533,3.35316723601489e-11,2.52633208173422e-08,"CvsT3",25,7,6,27,35,30,43,10,35,50,14,39,28
"Acerv_evm.TU.Segkk1038_pilon.1",94.4218384081348,-1.27508646352707,0.2856988853322,-4.46304318634092,8.0803759064965e-06,0.00251912684726327,"CvsT3",130,106,73,83,125,77,81,117,64,61,55,202,64
"Acerv_evm.TU.Segkk3047_pilon.14",72.850980799107,1.31526195794399,0.303523000226913,4.33331891474682,1.4687810025186e-05,0.004283628723797,"CvsT3",57,304,211,51,76,36,53,245,31,57,20,109,23
"Acerv_evm.TU.Segkk1022_pilon.1",16.7543130019435,-1.92582675466436,0.529597611437035,-3.63639622436878,0.00027647895304548,0.0455815873666253,"CvsT3",26,8,13,23,48,12,17,7,9,14,10,23,6
"Acerv_evm.TU.Segkk3454_pilon.21",77.1896335654137,2.15825799213794,0.285649903872979,7.55560552576858,4.16915640542541e-14,7.53866861229023e-11,"CvsT3",52,433,437,26,65,32,40,315,32,38,26,39,14
"Acerv_evm.TU.Segkk1157_pilon.2",125.37822177916,2.74200395478654,0.256166383505827,10.7039960406209,9.74815710826668e-27,2.20332721039598e-23,"CvsT3",57,917,634,51,112,32,67,544,28,44,33,100,27
"Acerv_evm.TU.Segkk3655_pilon.33",1139.0920842611,-2.33350106492859,0.34891360363189,-6.68790508778924,2.26387876613815e-11,1.860702538605e-08,"CvsT3",1663,338,822,1313,2299,1069,1214,352,627,587,1039,2012,590
"Acerv_evm.TU.Segkk398_pilon.1",17.3545116190847,-2.42633367432099,0.515149750313678,-4.70995797405236,2.47767875418212e-06,0.000861565139098484,"CvsT3",36,11,5,19,36,14,17,8,7,12,14,32,8
"Acerv_evm.TU.Segkk315_pilon.1",22.805189001527,-2.43533086151476,0.525455302713822,-4.63470603291467,3.57445068238993e-06,0.00119691143035138,"CvsT3",35,5,7,25,50,15,23,19,23,16,18,39,7
"Acerv_evm.TU.Segkk2370_pilon.2",25.2888475965967,-1.8642515527379,0.391055010633149,-4.76723607177295,1.86770421313628e-06,0.000675436551638603,"CvsT3",38,21,16,30,38,18,24,16,20,27,10,49,13
"Acerv_evm.TU.Segkk2199_pilon.3",14.9341275232328,-1.92670273900752,0.465111220533226,-4.14245594161037,3.43606391446286e-05,0.00839606860828613,"CvsT3",20,10,11,11,18,12,18,9,11,18,11,18,10
"Acerv_evm.TU.Segkk2762_pilon.14",270.216302866115,1.45277543901861,0.288776097876386,5.03080223641117,4.88431761362334e-07,0.00021178392070562,"CvsT3",220,1267,861,187,407,189,242,629,66,129,107,355,86
"Acerv_evm.TU.Segkk2165_pilon.11",40.2324030686657,2.08599047001809,0.544608672092242,3.83025569902195,0.000128010169009961,0.0246242540004054,"CvsT3",37,266,215,31,74,13,12,82,11,15,12,37,5
"Acerv_evm.TU.Segkk1630_pilon.6",94.0690851613865,-4.3047837196881,0.364606757969853,-11.8066481917596,3.60653921700777e-32,1.08689070203224e-28,"CvsT3",112,10,15,99,178,97,80,8,56,134,48,179,62
"Acerv_evm.TU.Segkk2261_pilon.8",57.8537555324913,1.55197178030352,0.406952230769431,3.81364608167691,0.000136931524684425,0.0257916232223309,"CvsT3",22,223,182,32,40,29,51,252,32,47,20,58,20
"Acerv_evm.TU.Segkk2335_pilon.20",51.0954126916286,-1.28090831070642,0.32686749224671,-3.91873875833338,8.90135276747617e-05,0.017883806749056,"CvsT3",57,43,64,35,62,44,45,46,40,76,24,70,33
"Acerv_evm.TU.Segkk1945_pilon.2",16.8033194983796,-2.97198302222227,0.59091760902446,-5.02943722920812,4.91921505897359e-07,0.00021178392070562,"CvsT3",34,8,12,16,18,17,18,0,12,19,7,24,12
"Acerv_evm.TU.Segkk1793_pilon.1",28.2148757275827,-3.44992983255853,0.488798293809378,-7.05798255896519,1.68937256430611e-12,2.18194533627022e-09,"CvsT3",36,6,9,24,38,25,41,6,33,37,14,37,13
"Acerv_evm.TU.Segkk2792_pilon.2",33.6848009571282,-1.40296439839587,0.327783736500225,-4.28015255843819,1.8676524426294e-05,0.00496630756876837,"CvsT3",45,34,39,30,53,26,32,19,25,36,22,49,18
"Acerv_evm.TU.Segkk1677_pilon.1",79.3767570534739,-1.93463630462102,0.305052798571442,-6.34197199199906,2.26842563176137e-10,1.46491686691104e-07,"CvsT3",85,48,38,70,158,69,99,55,70,86,45,112,37
"Acerv_evm.TU.Segkk3405_pilon.7",81.736840553775,-2.05099376825993,0.316863604736722,-6.47279693091947,9.62052112522855e-11,6.69070242255317e-08,"CvsT3",112,40,42,81,158,65,91,56,62,103,35,128,39
"Acerv_evm.TU.Segkk3394_pilon.16",232.324672539613,-5.14601062654285,0.368281641584695,-13.9730305436889,2.27726371386063e-44,1.0294370618507e-40,"CvsT3",311,28,12,288,513,246,188,6,152,155,186,521,123
"Acerv_evm.TU.Segkk398_pilon.2",17.6291891737121,-1.83591342542169,0.457853409051925,-4.00982801290769,6.07629900142986e-05,0.012775771923704,"CvsT3",26,14,7,19,38,16,17,12,9,11,15,29,9
"Acerv_evm.TU.Segkk2935_pilon.2",25.6008276429965,-2.27462413136072,0.561088427924305,-4.05394946350166,5.03601002071577e-05,0.0111050162432418,"CvsT3",22,12,12,22,57,21,58,13,26,15,11,27,13
"Acerv_evm.TU.Segkk358_pilon.2",71.3458050965337,-1.12437081909184,0.249973752229242,-4.49795552158901,6.86100460137638e-06,0.00221536937860871,"CvsT3",104,110,79,61,93,65,72,63,48,74,32,82,46
"Acerv_evm.TU.Segkk2181_pilon.1",88.6733280049009,-1.41261709778839,0.329817716704924,-4.28302370139869,1.84370523314354e-05,0.00496630756876837,"CvsT3",94,70,71,66,104,81,70,52,55,165,64,149,37
"Acerv_evm.TU.Segkk3996_pilon.1",79.6404445315258,-1.54206680503298,0.287147791239717,-5.37028962812264,7.86102878997332e-08,3.94842007167493e-05,"CvsT3",86,62,67,89,149,65,92,41,65,88,49,117,28
"Acerv_evm.TU.Segkk223_pilon.4",74.9843103016989,-1.90711784806022,0.432548481707457,-4.40902679979826,1.03836176524026e-05,0.00312927623984574,"CvsT3",84,22,77,76,119,54,105,38,68,86,45,100,33
"Acerv_evm.TU.Segkk3525_pilon.1",30.4771373417541,-2.55061998035237,0.453977427309738,-5.61838502735101,1.92750590196495e-08,1.025092991745e-05,"CvsT3",48,19,11,27,58,21,24,9,28,39,27,45,10
"Acerv_evm.TU.Segkk119_pilon.17",104.277060227824,-2.60658985160487,0.385899942359521,-6.75457434812587,1.43255194143625e-11,1.61896276281565e-08,"CvsT3",110,35,36,108,186,75,283,28,72,50,81,132,38
"Acerv_evm.TU.Segkk20_pilon.1",212.109273438504,1.10559830539745,0.196332462270368,5.63125574147256,1.78902212479101e-08,1.01090931438972e-05,"CvsT3",199,849,693,131,240,115,144,644,123,148,88,234,55
"Acerv_evm.TU.Segkk3209_pilon.7",32.3507213606654,-1.90771372881486,0.362800963525735,-5.25829289502299,1.45398811009973e-07,6.91868763337455e-05,"CvsT3",58,21,34,32,45,28,31,19,29,13,26,53,17
"Acerv_evm.TU.Segkk227_pilon.2",13.7001002847416,-2.30140684980444,0.627217827113938,-3.66923060907574,0.000243281550247567,0.0422982403036202,"CvsT3",18,7,12,12,25,11,21,0,10,8,12,26,6
"Acerv_evm.TU.Segkk3387_pilon.12",30.4296643857818,-1.45701266510085,0.401507154259954,-3.62885853873856,0.000284677173730551,0.0459601129946055,"CvsT3",33,17,32,27,61,22,35,20,25,37,19,46,11
"Acerv_evm.TU.Segkk3453_pilon.19",37.9958038668329,-1.32922275474362,0.365608974604879,-3.63564038924411,0.000277290930778055,0.0455815873666253,"CvsT3",51,32,29,33,67,29,59,47,29,23,18,59,20
"Acerv_evm.TU.Segkk4265_pilon.3",18.0894108713994,-1.77182456365196,0.439276097610318,-4.03351007097988,5.49498245410515e-05,0.0118286038970392,"CvsT3",25,15,19,16,23,20,10,9,13,16,13,27,14
"Acerv_evm.TU.Segkk3419_pilon.10",17.5759453097951,-2.43161074244555,0.668589700027745,-3.63692522087111,0.000275911989343991,0.0455815873666253,"CvsT3",24,14,10,16,33,13,12,0,8,27,12,27,13
"Acerv_evm.TU.Segkk3940_pilon.21",115.311942577882,-0.936320231447383,0.230811609335694,-4.05664270589437,4.97831496782691e-05,0.0111050162432418,"CvsT3",190,140,150,101,172,104,102,130,63,86,90,152,56
"Acerv_evm.TU.Segkk3047_pilon.5",36.1003524326306,-2.81832232812897,0.419772663014313,-6.71392536114927,1.89457246394286e-11,1.71288296465074e-08,"CvsT3",33,11,16,51,67,33,38,8,27,22,34,47,24
"Acerv_evm.TU.Segkk3417_pilon.5",29.3827842412022,1.42308003464687,0.380094491330094,3.74401646723944,0.000181101775989194,0.0334151256473122,"CvsT3",18,112,136,10,21,16,20,111,20,23,8,25,9
"Acerv_evm.TU.Segkk2328_pilon.2",159.768819687523,-1.69392670361606,0.39568252992691,-4.28102474963694,1.86034664349768e-05,0.00496630756876837,"CvsT3",116,153,60,118,271,161,119,90,99,122,107,529,100
"Acerv_evm.TU.Segkk2424_pilon.11",107.517026949897,-3.2863544492244,0.488318247616443,-6.7299439766292,1.69728424808628e-11,1.70501632077201e-08,"CvsT3",134,38,19,85,125,123,233,26,77,49,52,227,71
"Acerv_evm.TU.Segkk1947_pilon.7",1781.45631116872,0.740119135808912,0.179892080727051,4.1142396753523,3.88457664059842e-05,0.0092422256335922,"CvsT3",1871,5915,5070,1052,1953,1006,1377,4667,900,1181,808,2889,689
"Acerv_evm.TU.Segkk3844_pilon.1",116.178810600041,-1.26858841998832,0.213630648044112,-5.93823232575866,2.88111573272899e-09,1.73654448930685e-06,"CvsT3",152,118,124,107,187,89,106,112,91,126,57,167,65
"Acerv_evm.TU.Segkk338_pilon.10",792.833415012836,-0.69451355289255,0.165384559225977,-4.19938569926341,2.67640090684352e-05,0.0069135258853635,"CvsT3",1017,1117,1147,695,1242,644,714,967,455,501,615,1200,434
"Acerv_evm.TU.Segkk2117_pilon.21",32.3489220780501,-1.66119153291744,0.343435917915814,-4.83697670004524,1.31828874240965e-06,0.000496610355005236,"CvsT3",45,30,17,32,61,27,40,28,26,18,24,44,16
"Acerv_evm.TU.Segkk966_pilon.1",51.9535074280134,-1.67679918202479,0.335421984865116,-4.99907357801572,5.76064192453382e-07,0.000226443320172653,"CvsT3",75,31,52,39,84,45,42,32,37,53,49,78,25
"Acerv_evm.TU.Segkk3087_pilon.2",34.3138867237994,-3.01121685231925,0.40057957585612,-7.51715023384222,5.59830752350106e-14,8.43571638666217e-11,"CvsT3",50,10,15,33,65,39,38,6,31,27,24,62,12
"Acerv_evm.TU.Segkk4122_pilon.1",43.9319593397779,-1.38356363134145,0.27637485162786,-5.006112615501,5.55402706187231e-07,0.000226443320172653,"CvsT3",61,44,54,33,68,44,40,31,38,42,23,64,23
"Acerv_evm.TU.Segkk4263_pilon.5",22.3781215413043,-1.76526462153161,0.456605893290715,-3.86605746327433,0.000110608887308449,0.021739455438167,"CvsT3",30,10,17,20,45,23,15,15,10,21,22,33,13
"Acerv_evm.TU.Segkk1480_pilon.1",65.430372002291,-1.15375947625598,0.314406872906815,-3.66963821620382,0.000242893981460748,0.0422982403036202,"CvsT3",57,51,65,60,129,56,83,53,56,67,40,102,21
